City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
165,São José da Coroa Grande,-8.8978,-35.1478,25.92,78,23,2.6,BR,1645069650
166,São João da Barra,-21.6403,-41.0511,22.27,90,62,2.51,BR,1645069651
167,Bull Savanna,17.8868,-77.5902,22.56,82,12,2.98,JM,1645069651
168,Provideniya,64.3833,-173.3,-12.94,61,0,11.0,RU,1645069652
169,Opuwo,-18.0607,13.84,19.88,81,100,1.26,NA,1645069449
170,Coos Bay,43.3665,-124.2179,8.85,93,20,5.66,US,1645069558
171,Sinnamary,5.3833,-52.95,24.96,86,100,5.42,GF,1645069653
172,Norman Wells,65.282,-126.8329,-29.98,69,75,3.09,CA,1645069653
173,Comodoro Rivadavia,-45.8667,-67.5,9.92,62,0,2.06,AR,1645069654
174,Fortuna,40.5982,-124.1573,10.82,88,100,5.14,US,1645069654
175,Dire Dawa,9.5931,41.8661,18.97,48,1,0.61,ET,1645069655
176,Benghazi,32.1167,20.0667,13.09,68,32,7.92,LY,1645069655
177,Salto de Pirapora,-23.6489,-47.5733,17.29,94,16,2.46,BR,1645069406
178,Coquimbo,-29.9533,-71.3436,18.64,82,11,1.97,CL,1645069396
179,Faanui,-16.4833,-151.75,27.4,72,12,6.2,PF,1645069656
180,Lohāru,28.45,75.8167,20.23,36,0,3.38,IN,1645069657
181,Penzance,50.1186,-5.5371,11.38,77,38,13.55,GB,1645069657
182,Torbay,47.6666,-52.7314,-9.58,78,75,6.69,CA,1645069657
183,Humaitá,-7.5061,-63.0208,22.8,98,100,0.79,BR,1645069658
184,Ulladulla,-35.35,150.4667,33.76,58,100,3.94,AU,1645069658
185,Sawākin,19.1059,37.3321,19.44,68,0,3.57,SD,1645069659
186,Bethel,41.3712,-73.414,7.19,84,0,3.09,US,1645069659
187,Seydi,39.4816,62.9137,0.29,46,0,6.0,TM,1645069660
188,Hithadhoo,-0.6,73.0833,28.08,74,99,6.93,MV,1645069660
189,Adeje,28.1227,-16.726,17.75,53,0,1.03,ES,1645069661
190,Lebu,-37.6167,-73.65,14.03,79,0,8.22,CL,1645069661
191,Çan,40.0333,27.0524,5.16,66,99,1.1,TR,1645069662
192,Mujiayingzi,42.1167,118.7833,-8.85,39,54,2.26,CN,1645069662
193,Paka,4.6374,103.4368,25.96,83,40,1.03,MY,1645069663
194,Hasaki,35.7333,140.8333,10.16,26,23,7.86,JP,1645069663
195,Tuzsér,48.3441,22.1176,5.57,89,100,6.89,HU,1645069664
196,San Policarpo,12.1791,125.5072,27.54,74,88,5.13,PH,1645069664
197,Tanout,14.9709,8.8879,19.41,14,0,4.9,NE,1645069665
198,Hobyo,5.3505,48.5268,23.89,68,46,5.9,SO,1645069665
199,Skellefteå,64.7507,20.9528,-3.8,69,100,5.66,SE,1645069666
200,Talnakh,69.4865,88.3972,-28.1,97,97,3.64,RU,1645069666
201,Vardø,70.3705,31.1107,-4.89,64,100,5.69,NO,1645069667
202,Goba,7.0167,39.9833,9.46,51,70,2.18,ET,1645069667
203,Khandyga,62.6667,135.6,-26.46,85,100,0.56,RU,1645069668
204,Korla,41.7597,86.1469,-1.56,45,99,1.89,CN,1645069668
205,Oktyabr'skiy,54.4815,53.471,-12.2,93,100,2.99,RU,1645069668
206,Westport,41.1415,-73.3579,8.19,85,97,1.34,US,1645069342
207,Vestmannaeyjar,63.4427,-20.2734,-1.75,82,100,8.75,IS,1645069669
208,Nachingwea,-10.3833,38.7667,21.32,99,100,0.27,TZ,1645069669
209,Kapoeta,4.7717,33.5903,25.27,27,34,1.06,SS,1645069670
210,Puerto Escondido,15.85,-97.0667,27.46,74,20,0.0,MX,1645069386
211,Rājāpur,25.3833,81.15,20.67,37,0,1.27,IN,1645069671
212,Røros,62.5747,11.3842,-6.09,93,100,1.54,NO,1645069671
213,Périgueux,45.1833,0.7167,12.67,96,100,5.28,FR,1645069672
214,Hualmay,-11.0964,-77.6139,21.62,81,99,3.48,PE,1645069672
215,Hong Kong,22.2855,114.1577,17.32,90,100,8.49,HK,1645069554
216,Hakkâri Province,37.5833,44.1667,-12.47,88,30,1.96,TR,1645069673
217,Tonantins,-2.8731,-67.8022,22.71,98,87,0.79,BR,1645069674
218,Gorontalo,0.5412,123.0595,29.91,64,96,0.82,ID,1645069674
219,Guerrero Negro,27.9769,-114.0611,14.64,67,0,7.12,MX,1645069674
220,Sibu,2.3,111.8167,30.17,74,40,3.09,MY,1645069675
221,Marsh Harbour,26.5412,-77.0636,22.45,80,65,10.49,BS,1645069675
222,Quatre Cocos,-20.2078,57.7625,27.27,79,96,7.6,MU,1645069676
223,Iqaluit,63.7506,-68.5145,-29.06,75,100,0.0,CA,1645069676
224,Ixtapa,20.7,-105.2,22.35,63,0,1.36,MX,1645069557
225,Kalamb,19.05,73.95,22.47,33,17,0.69,IN,1645069677
226,Arman',59.7,150.1667,-14.87,73,22,5.51,RU,1645069677
227,Husavik,66.0449,-17.3389,-1.05,77,100,1.13,IS,1645069678
228,Singaparna,-7.3515,108.111,29.74,61,86,1.26,ID,1645069678
229,Marystown,47.1666,-55.1483,-4.52,100,84,1.34,CA,1645069679
230,Beringovskiy,63.05,179.3167,-24.37,96,98,6.48,RU,1645069679
231,Ambilobe,-13.2,49.05,24.09,91,90,0.93,MG,1645069680
232,Ust'-Karsk,52.7011,118.8077,-15.4,81,63,0.23,RU,1645069680
233,Narsaq,60.9167,-46.05,-16.88,85,22,2.94,GL,1645069681
234,Hamilton,39.1834,-84.5333,16.35,59,100,8.75,US,1645069312
235,Oranjestad,12.524,-70.027,26.97,78,20,8.23,AW,1645069681
236,San Patricio,28.017,-97.5169,20.99,86,30,9.8,US,1645069682
237,Bubaque,11.2833,-15.8333,25.51,65,9,2.2,GW,1645069682
238,Dunedin,-45.8742,170.5036,18.78,70,0,5.81,NZ,1645069683
239,Bathsheba,13.2167,-59.5167,25.34,69,20,10.29,BB,1645069683
240,Sawtell,-30.3833,153.1,31.21,63,65,9.26,AU,1645069684
241,Mount Gambier,-37.8333,140.7667,22.95,40,75,8.23,AU,1645069685
242,Anadyr,64.75,177.4833,-31.72,75,40,7.0,RU,1645069685
243,Port Elizabeth,-33.918,25.5701,16.17,88,0,6.17,ZA,1645069686
244,Ayr,55.4627,-4.6339,6.99,70,20,11.83,GB,1645069686
245,Padang,-0.9492,100.3543,31.03,72,100,3.26,ID,1645069396
246,Melito di Porto Salvo,37.9222,15.7714,12.35,76,75,3.09,IT,1645069687
247,Gawler,-34.6,138.7333,24.23,59,6,6.2,AU,1645069687
248,Mongoumba,3.6415,18.5936,21.03,41,96,1.94,CF,1645069688
249,Barrow,71.2906,-156.7887,-27.99,69,100,4.12,US,1645069688
250,Sapucaia,-29.8333,-51.15,22.24,91,0,5.14,BR,1645069689
251,Pangai,-19.8,-174.35,30.06,58,20,3.09,TO,1645069690
252,Nouadhibou,20.931,-17.0347,19.45,47,59,6.42,MR,1645069690
253,Dul'durga,50.6761,113.5931,-19.2,89,100,2.07,RU,1645069691
254,Batemans Bay,-35.7167,150.1833,33.88,67,99,5.45,AU,1645069691
255,Los Llanos de Aridane,28.6585,-17.9182,15.86,57,75,5.81,ES,1645069692
256,Alexandria,31.2156,29.9553,11.3,93,40,0.0,EG,1645069512
257,Yenagoa,4.9247,6.2642,24.65,96,12,1.53,NG,1645069693
258,Gornyak,50.9942,81.4661,-15.63,87,69,4.65,RU,1645069693
259,Leningradskiy,69.3833,178.4167,-30.75,98,49,2.45,RU,1645069694
260,Yabrūd,33.9674,36.6574,1.4,79,100,2.44,SY,1645069694
261,Codrington,-38.2667,141.9667,20.98,48,87,8.02,AU,1645069695
262,Tazovsky,67.4667,78.7,-25.9,100,95,4.54,RU,1645069395
263,Henties Bay,-22.116,14.2845,19.92,89,58,2.14,NA,1645069695
264,Meulaboh,4.1363,96.1285,26.7,81,100,1.88,ID,1645069696
265,Aksarka,66.5606,67.7975,-12.53,96,100,3.99,RU,1645069696
266,Tura,25.5198,90.2201,22.48,33,0,1.26,IN,1645069697
267,Caucayá,-0.1934,-74.7819,23.78,88,100,1.8,CO,1645069697
268,Searcy,35.2506,-91.7363,19.18,67,100,6.17,US,1645069698
269,Honningsvåg,70.9821,25.9704,-2.07,66,84,7.4,NO,1645069698
270,Khani,41.9563,42.9566,-6.24,80,17,3.24,GE,1645069699
271,Liwale,-9.7667,37.9333,21.34,96,100,0.65,TZ,1645069700
272,Fairbanks,64.8378,-147.7164,-18.55,75,75,2.57,US,1645069700
273,Ha Tinh,18.3333,105.9,25.16,78,77,1.68,VN,1645069701
274,Grass Valley,39.2191,-121.0611,13.28,40,0,1.54,US,1645069701
275,Lüderitz,-26.6481,15.1594,21.83,70,26,7.11,NA,1645069544
276,Ābādān,30.3392,48.3043,10.97,62,0,2.06,IR,1645069702
277,Biak,-0.9131,122.8766,26.71,78,95,0.71,ID,1645069703
278,Hanna,51.6334,-111.9018,-6.99,86,99,1.41,CA,1645069524
279,Sorsk,54.0033,90.2467,-17.86,82,56,1.6,RU,1645069703
280,Columbus,39.9612,-82.9988,14.92,58,100,8.75,US,1645069250
281,Blagoveshchenka,52.8333,79.8667,-13.71,91,99,5.57,RU,1645069704
282,Mjölby,58.326,15.1237,0.84,98,100,4.04,SE,1645069704
283,Stony Point,41.2295,-73.9871,8.14,91,99,4.87,US,1645069705
284,Puerto Ayora,-0.7393,-90.3518,24.28,82,100,2.7,EC,1645069706
285,Bandarbeyla,9.4942,50.8122,23.12,63,39,5.76,SO,1645069700
286,Gigmoto,13.7796,124.39,26.59,80,89,4.57,PH,1645069706
287,Masuguru,-11.3667,38.4167,22.58,97,100,0.61,TZ,1645069707
288,Am Timan,11.0297,20.2827,22.51,18,1,3.04,TD,1645069708
289,Nhamundá,-2.1861,-56.7131,21.59,98,99,1.07,BR,1645069708
290,Christchurch,-43.5333,172.6333,20.53,62,0,9.77,NZ,1645069505
291,Deming,32.2687,-107.7586,3.94,70,0,4.63,US,1645069709
292,Salta,-24.7859,-65.4117,22.33,77,40,2.57,AR,1645069702
293,Kahului,20.8947,-156.47,27.01,69,40,9.26,US,1645069709
294,Culebra,18.303,-65.301,26.02,80,8,5.36,PR,1645069710
295,Leh,34.1667,77.5833,-18.34,88,84,1.0,IN,1645069710
296,Portland,45.5234,-122.6762,10.08,86,100,1.54,US,1645069601
297,Makakilo City,21.3469,-158.0858,25.18,55,100,5.66,US,1645069711
298,Yatou,37.15,122.3833,-2.15,44,99,6.69,CN,1645069712
299,San Rafael,-34.6177,-68.3301,21.54,26,0,1.62,AR,1645069712
300,Cam Ranh,11.9214,109.1591,25.98,83,75,3.6,VN,1645069712
301,Pouébo,-20.4,164.5667,29.5,70,59,3.49,NC,1645069713
302,Tangi,34.3006,71.6536,10.0,34,53,2.14,PK,1645069713
303,Makkah al Mukarramah,21.4267,39.8261,19.84,63,0,1.24,SA,1645069714
304,Bayangol,50.6977,103.4656,-14.05,56,95,2.81,RU,1645069714
305,Ormara,25.2088,64.6357,21.96,58,0,2.73,PK,1645069715
306,Tabou,4.423,-7.3528,26.03,88,100,2.69,CI,1645069715
307,Avera,33.194,-82.5271,15.81,82,71,4.74,US,1645069716
308,San Miguel de Tucumán,-26.8241,-65.2226,27.0,57,86,3.6,AR,1645069716
309,Kirakira,-10.4544,161.9205,28.06,80,98,2.43,SB,1645069717
310,Sabang,5.8933,95.3214,27.43,75,94,2.35,ID,1645069717
311,Oranjemund,-28.55,16.4333,17.23,86,89,5.37,NA,1645069696
312,Nizwá,22.9333,57.5333,17.93,59,0,0.27,OM,1645069718
313,Mapiri,-15.25,-68.1667,19.91,99,100,0.61,BO,1645069718
314,Champerico,14.3,-91.9167,27.42,69,5,2.53,GT,1645069719
315,Mayo,38.8876,-76.5119,10.55,82,0,5.14,US,1645069719
316,Nguru,12.8791,10.4526,20.56,14,0,4.3,NG,1645069720
317,Berezanskaya,45.7056,39.5932,1.96,85,19,2.83,RU,1645069720
318,Biograd na Moru,43.9433,15.4519,5.39,87,75,0.71,HR,1645069705
319,Antofagasta,-23.65,-70.4,19.09,83,72,0.56,CL,1645069205
320,Banda Aceh,5.5577,95.3222,28.06,70,99,1.64,ID,1645069721
321,Rocha,-34.4833,-54.3333,18.9,89,53,2.58,UY,1645069721
322,São Miguel do Araguaia,-13.275,-50.1628,21.98,94,100,2.02,BR,1645069722
323,Hambantota,6.1241,81.1185,27.19,74,20,3.6,LK,1645069722
324,Hofn,64.2539,-15.2082,-0.65,68,100,9.12,IS,1645069723
325,Coventry,52.4066,-1.5122,9.25,69,20,7.2,GB,1645069723
326,Fort Nelson,58.8053,-122.7002,-16.23,78,100,3.09,CA,1645069724
327,Pravia,43.4906,-6.1508,10.59,87,0,1.54,ES,1645069724
328,Kapustin Yar,48.5831,45.7372,-1.46,80,55,3.07,RU,1645069725
329,Arona,28.0996,-16.681,14.76,54,0,1.03,ES,1645069726
330,Winnemucca,40.973,-117.7357,2.28,60,75,3.6,US,1645069726
331,Agua Verde,22.9,-106.05,22.8,77,3,2.55,MX,1645069727
332,Baijiantan,45.6333,85.1833,-11.71,82,55,3.09,CN,1645069727
333,Midland,31.9974,-102.0779,20.14,40,75,6.17,US,1645069728
334,Flin Flon,54.7682,-101.865,-31.28,99,33,1.97,CA,1645069652
335,Grafton,42.207,-71.6856,7.57,81,100,8.23,US,1645069729
336,Arrondissement de Pontivy,48.0,-3.0,11.32,79,80,8.13,FR,1645069490
337,Port Moresby,-9.4431,147.1797,28.68,74,40,2.57,PG,1645069717
338,Leshukonskoye,64.8989,45.7622,-3.04,96,99,3.01,RU,1645069730
339,La Paz,-16.5,-68.15,8.99,93,75,3.09,BO,1645069730
340,Oistins,13.0667,-59.5333,25.05,69,20,10.29,BB,1645069730
341,Prince Rupert,54.3161,-130.3201,6.05,93,100,8.75,CA,1645069509
342,Noumea,-22.2763,166.4572,29.44,99,99,6.31,NC,1645069731
343,Nyrob,60.733,56.7202,-2.65,96,100,3.96,RU,1645069732
344,Wenling,28.3669,121.36,6.62,91,100,6.74,CN,1645069732
345,Port Lincoln,-34.7333,135.8667,21.66,59,88,6.03,AU,1645069732
346,Tingi,-11.3,35.0333,17.35,93,100,0.14,TZ,1645069733
347,Santa Isabel Rio Negro,-0.4139,-65.0192,22.46,98,78,1.2,BR,1645069733
348,Mount Isa,-20.7333,139.5,34.87,28,40,4.63,AU,1645069734
349,Savonlinna,61.8699,28.88,0.14,100,100,4.12,FI,1645069734
350,Adrar,20.5022,-10.0711,14.6,25,51,5.62,MR,1645069735
351,Salinópolis,-0.6136,-47.3561,25.38,85,100,3.05,BR,1645069735
352,Benguela,-12.5763,13.4055,24.71,82,90,0.76,AO,1645069736
353,Pisco,-13.7,-76.2167,20.03,83,90,5.66,PE,1645069695
354,Malaya Serdoba,52.4661,44.9512,-3.72,92,100,5.26,RU,1645069736
355,San Carlos del Zulia,9.0,-71.9135,24.78,77,100,1.85,VE,1645069737
356,Ngunguru,-35.6167,174.5,19.96,64,100,3.27,NZ,1645069737
357,Breytovo,58.2993,37.8617,-1.33,91,100,7.99,RU,1645069738
358,Brae,60.3964,-1.353,1.95,66,95,8.04,GB,1645069738
359,Kerman,30.2832,57.0788,4.92,75,75,2.06,IR,1645069739
360,Seoul,37.5683,126.9778,-2.27,30,0,4.12,KR,1645069634
361,Carbonia,39.1672,8.5222,13.88,83,100,8.14,IT,1645069739
362,Richards Bay,-28.783,32.0377,22.84,88,99,6.54,ZA,1645069740
363,Rapid Valley,44.0625,-103.1463,-6.87,63,0,5.14,US,1645069687
364,Nevel'sk,46.6733,141.8633,-5.76,73,82,5.83,RU,1645069741
365,Sakakah,29.9697,40.2064,6.76,46,40,1.57,SA,1645069741
366,Sulphur Springs,33.1385,-95.6011,18.84,94,100,7.2,US,1645069742
367,Mehrān,33.1222,46.1646,8.71,52,0,3.61,IR,1645069742
368,Palafrugell,41.9174,3.1631,7.06,63,30,1.52,ES,1645069743
369,Coyhaique,-45.5752,-72.0662,10.34,66,0,1.54,CL,1645069743
370,Xining,36.6167,101.7667,-3.61,66,100,1.42,CN,1645069744
371,Acaraú,-2.8856,-40.12,25.29,80,100,2.74,BR,1645069745
372,Vila Franca do Campo,37.7167,-25.4333,16.78,88,73,5.62,PT,1645069745
373,Havelock,34.8791,-76.9013,16.07,86,0,4.12,US,1645069323
374,Calvinia,-31.4707,19.776,19.67,57,0,3.0,ZA,1645069746
375,Klaksvík,62.2266,-6.589,2.51,71,100,7.6,FO,1645069746
376,Mackenzie,55.2999,-123.1698,1.12,75,100,3.6,CA,1645069558
377,Skjervøy,70.0311,20.9714,-3.67,71,95,10.57,NO,1645069747
378,Bilibino,68.0546,166.4372,-26.84,99,27,1.16,RU,1645069747
379,Dingle,10.9995,122.6711,29.7,56,95,5.95,PH,1645069748
